,price_level,rating,user_ratings_total,lat,lng,names_clean,contacts,full_address,district,zip_code,opening_hours,food_type,food_type_2,phone,user_ratings_yelp,rating_yelp,price_level_yelp
365,2.0,4.1,834.0,52.5293291,13.4096306,burgervision,"[{'phone': [{'value': '+491630170127'}, {'value': '+491786645783'}], 'www': [{'value': 'http://www.burger-vision.de/index.html'}, {'value': 'https://www.facebook.com/Burgervision-Torstra%C3%9Fe-1804009699674804', 'categories': [{'id': '100-1000-0000'}]}]}]","Burgervision, Torstraße 128, 10119 Berlin, Deutschland","['Mitte', 'Prenzlauer Berg']",10119,,american,amerikanisch - barbecue,491630170127.0,,,
366,2.0,3.9,301.0,52.48167,13.42523,burgerzimmer,"[{'phone': [{'value': '+491629467934'}], 'www': [{'value': 'http://Berlin-burgerzimmer.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Burgerzimmer, Potsdamer Straße 129, 10783 Berlin, Deutschland",Schöneberg,10783,,american,hotdog,491629467934.0,,,
367,,4.3,1257.0,52.4987694,13.3537759,burgerzone,"[{'phone': [{'value': '+491736385567', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}]}, {'value': '+493023635188'}, {'value': '+49493000000'}], 'www': [{'value': 'http://burgerzone.berlin/index.html'}, {'value': 'http://www.burgerzone.berlin', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}]}]}]","Burgerzone, Maaßenstraße 2, 10777 Berlin, Deutschland","['Wilmersdorf', 'Schöneberg']",10777,Mon-Thu: 10:00 - 15:00,fastfood,american,491736385567.0,,,
368,2.0,4.7,149.0,52.5056877,13.2920637,buschbecks,"[{'phone': [{'value': '+493032604166'}], 'www': [{'value': 'buschbecksrestaurant.jimdo.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.buschbecks-berlin.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.buschbecks-berlin.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'buschbecks@freenet.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Buschbecks Restaurant, Trendelenburgstraße 14, 14057 Berlin, Deutschland","['Charlottenburg', 'Westend']",14057,Mon-Sun: 18:00 - 13:00,european,german,493032604166.0,,,
369,,4.4,316.0,52.5016978,13.4173933,butterbrot,"[{'phone': [{'value': '+493054811736'}, {'value': '+493091571239', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'www.facebook.com/BUTTERBROT-539153632917200', 'categories': [{'id': '100-1000-0000'}]}]}]","Butterbrot, Oranienstraße 168, 10999 Berlin, Deutschland",Kreuzberg,10999,Mon: 07:00 - 20:00,european,turkish,493054811736.0,,,
370,3.0,4.5,460.0,52.5121623,13.4707561,butterhandlung,"[{'phone': [{'value': '+493068915679'}], 'www': [{'value': 'http://www.butterhandlung.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0015'}]}], 'email': [{'value': 'info@butterhandlung.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Butterhandlung, Scharnweberstraße 54, 10247 Berlin, Deutschland","['Prenzlauer Berg', 'Friedrichshain']",10247,Mon-Sat: 17:00 - 23:00,international,american,493068915679.0,,,
371,1.0,4.8,277.0,52.51759120000001,13.4611044,bye bye cavaliere,"[{'phone': [{'value': '+493042081542'}], 'www': [{'value': 'http://www.byebyecavaliere.de'}]}]","Bye Bye Cavaliere, Proskauer Straße 28, 10247 Berlin, Deutschland","['Prenzlauer Berg', 'Friedrichshain']",10247,Mon-Sun: 09:00 - 22:00,european,pizza,493042081542.0,,,
372,1.0,4.8,339.0,52.50021700000001,13.4392904,cachondeo,"[{'phone': [{'value': '+493093620999'}], 'www': [{'value': 'http://cachondeo.de'}]}]","Cachondeo, Skalitzer Straße 66, 10997 Berlin, Deutschland",Kreuzberg,10997,Mon-Fri: 12:00 - 23:00,european,pizza,493093620999.0,,,
373,,4.3,81.0,52.5023262,13.3365442,cadadia,"[{'phone': [{'value': '+493023637971'}], 'www': [{'value': 'http://www.cadadia.com'}]}]","Cadadia, Marburger Straße 12, 10789 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf', 'Schöneberg']",10789,Mon-Fri: 09:00 - 18:00,european,soup,493023637971.0,,,
374,2.0,3.9,5631.0,52.5103772,13.3444862,cafe am neuen see,"[{'phone': [{'value': '+493025449300'}, {'value': '+493025449321'}, {'value': '+4949302544930', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}, {'id': '200-2000-0019'}, {'id': '550-5510-0000'}]}], 'fax': [{'value': '030 25449333', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}]}], 'www': [{'value': 'http://www.cafe-am-neuen-see.de', 'categories': [{'id': '550-5510-0000'}]}, {'value': 'http://www.cafeamneuensee.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0007'}, {'id': '100-1100-0000'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'info@cafeamneuensee.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}]}]","Cafe am Neuen See, Klingelhöferstraße 2, 10785 Berlin, Deutschland","['Tiergarten', 'Schöneberg', 'Kreuzberg']",10785,"Mon-Sun: 09:00 - 24:00, 09:00 - 23:59",european,german,493025449300.0,,,
375,2.0,4.5,175.0,52.5129868,13.4030816,cafe am petriplatz,"[{'phone': [{'value': '+493020653730'}], 'www': [{'value': 'https://www.cafehausampetriplatz.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}], 'email': [{'value': 'juergenvillwock@freenet.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Café am Petriplatz, Gertraudenstraße, 10178 Berlin, Deutschland",Mitte,10178,Mon-Sat: 11:00 - 22:00,european,german,493020653730.0,,,
376,,4.9,77.0,52.4850071,13.3292196,cafe bistro vili,"[{'phone': [{'value': '+4915778610068', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493023390243'}], 'www': [{'value': 'https://cafebistrovili.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Cafe Bistro Vili, Wilhelmsaue 134, 10715 Berlin, Deutschland",Wilmersdorf,10715,Mon-Fri: 07:00 - 18:00,european,german,4915778610068.0,,,
377,1.0,4.3,1319.0,52.5040894,13.3199643,cafe bleibtreu,"[{'phone': [{'value': '+49308814756'}, {'value': '+4949308814756', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0010'}]}], 'fax': [{'value': '030 31015523', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}], 'www': [{'value': 'http://www.cafe-bleibtreu.de'}], 'email': [{'value': 'info@cafe-bleibtreu.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Restaurant Cafe Bleibtreu, Bleibtreustraße 45, 10623 Berlin, Deutschland",Charlottenburg,10623,"Mon-Thu, Sun: 09:00 - 00:30",european,german,49308814756.0,,,
378,1.0,4.7,83.0,52.54133789999999,13.4224974,cafe bolacha,"[{'phone': [{'value': '+4915906193688'}], 'www': [{'value': 'http://bolacha.de', 'categories': [{'id': '100-1100-0010'}]}]}]","Café Bolacha, Senefelderstraße 29, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,Tue-Fri: 08:00 - 17:00,european,portuguese,4915906193688.0,,,
379,1.0,4.7,176.0,52.5074015,13.4711448,cafe casero,"[{'phone': [{'value': '+493080924425'}], 'www': [{'value': 'http://www.casero-cafe.de'}], 'email': [{'value': 'kontakt@casero-cafe.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Café Casero, Neue Bahnhofstraße 21, 10245 Berlin, Deutschland",Friedrichshain,10245,Mon-Fri: 09:00 - 17:00,international,international,493080924425.0,,,
380,2.0,4.1,1111.0,52.53135899999999,13.4126624,cafe chagall,"[{'phone': [{'value': '+4915905545009'}, {'value': '+4917665047975', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}, {'value': '+49304415881', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}]}, {'value': '+493048623688', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+4949304415881', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}], 'www': [{'value': 'cafe-chagall.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.cafe-chagall.com/reservieren', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'info@cafe-chagall.com', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}]}]}]","Café Chagall, Kollwitzstraße 2, 10405 Berlin, Deutschland",Prenzlauer Berg,10405,Mon-Sun: 10:00 - 04:00,european,european,4915905545009.0,,,
381,2.0,4.4,444.0,52.485322,13.3853269,cafe do brasil,"[{'phone': [{'value': '+493078006887'}], 'www': [{'value': 'http://www.cafe-do-brasil.de'}], 'email': [{'value': 'mail@cafe-do-brasil.de'}]}]","Café do Brasil, Dudenstraße 2, 10965 Berlin, Deutschland","['Schöneberg', 'Kreuzberg', 'Neukölln', 'Tempelhof']",10965,Mon-Sun: 16:00 - 24:00,south american,latin american,493078006887.0,,,
382,2.0,4.3,400.0,52.4771334,13.4481041,cafe dritter raum,"[{'phone': [{'value': '+493054737666', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493055643552'}], 'www': [{'value': 'http://wordpress.cafe-dritter-raum.de'}, {'value': 'http://www.cafe-dritter-raum.de'}], 'email': [{'value': 'post@cafe-dritter-raum.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Cafe Dritter Raum, Hertzbergstraße 14, 12055 Berlin, Deutschland",Neukölln,12055,Tue-Sun: 10:00 - 20:00,european,breakfast,493054737666.0,,,
383,2.0,4.1,120.0,52.4883615,13.3402563,cafe haberland,"[{'phone': [{'value': '+4917650529522', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0000'}, {'id': '100-1100-0010'}, {'id': '300-3100-0000'}, {'id': '600-6900-0000'}, {'id': '700-7400-0285'}]}, {'value': '+493030106090', 'categories': [{'id': '100-1100-0010'}]}, {'value': '+493085993308'}], 'www': [{'value': 'http://www.cafe-haberland.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0000'}, {'id': '100-1100-0010'}, {'id': '300-3100-0000'}, {'id': '600-6900-0000'}, {'id': '700-7400-0285'}]}]}]","Cafe Haberland, Bayerischer Platz, 10779 Berlin, Deutschland","['Wilmersdorf', 'Schöneberg']",10779,Mon-Sun: 10:00 - 18:00,european,german,4917650529522.0,,,
384,2.0,4.0,653.0,52.50940300000001,13.32504,cafe hardenberg,"[{'phone': [{'value': '+49303122644'}, {'value': '+4949303122644', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}], 'www': [{'value': 'cafe-hardenberg.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.cafe-hardenberg.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}], 'email': [{'value': 'info@cafe-hardenberg.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Café Hardenberg, Hardenbergstraße 10, 10623 Berlin, Deutschland",Charlottenburg,10623,Mon-Sun: 09:00 - 24:00,international,european,49303122644.0,,,
385,2.0,4.3,381.0,52.4941927,13.4254616,cafe jacques,"[{'phone': [{'value': '+4930306941048', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+49306941048'}, {'value': '+4949306941048', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://cafejacques.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Café Jacques, Maybachufer 14, 12047 Berlin, Deutschland",Neukölln,12047,Mon-Sun: 18:00 - 24:00,european,middle eastern,4930306941048.0,,,
386,2.0,4.2,437.0,52.46595000000001,13.38068,cafe klatsch berlin,"[{'phone': [{'value': '+49308437040'}, {'value': '+493084370444', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+4949308437040', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2200-0000'}, {'id': '600-6900-0000'}]}], 'fax': [{'value': '030 84370410', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}], 'www': [{'value': 'http://www.cafeklatsch-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}, {'id': '700-7200-0253'}]}], 'email': [{'value': 'service@cafeklatsch-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Café Klatsch Berlin, Alt-Tempelhof 46, 12103 Berlin, Deutschland","['Schöneberg', 'Tempelhof', 'Mariendorf']",12103,Mon-Fri: 10:00 - 20:00,european,breakfast,49308437040.0,,,
387,2.0,4.5,1173.0,52.539744,13.406048,cafe krone,"[{'phone': [{'value': '+493088676285'}, {'value': '+493088719393'}], 'www': [{'value': 'http://www.cafe-krone.de'}]}]","Cafe Krone, Uhlandstraße 51, 10719 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf']",10719,,european,german,493088676285.0,,,
388,,4.4,129.0,52.4555065,13.3251078,cafe le paris,"[{'phone': [{'value': '+493079705506', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493079782185'}], 'www': [{'value': 'http://la-casserole.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://la-casserole.de/cafe.html', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}, {'value': 'http://www.cafeleparis.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0010'}, {'id': '600-6300-0244'}]}], 'email': [{'value': 'catering@cafeleparis.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Café le Paris, Albrechtstraße 11, 12165 Berlin, Deutschland",Steglitz,12165,Mon-Fri: 08:00 - 18:00,european,french,493079705506.0,,,
389,2.0,4.6,341.0,52.57007979999999,13.5371084,cafe lehmsofa,"[{'phone': [{'value': '+491605901918'}, {'value': '+493093022874', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}, {'value': '+493093522614', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0010'}]}], 'www': [{'value': 'http://cafelehmsofa.wixsite.com/falkenberg', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}, {'value': 'http://www.cafelehmsofa.wix.com/falkenberg', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0000'}]}], 'email': [{'value': 'cafe-lehmsofa@gmx.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Café Lehmsofa, Dorfstraße 4, 13057 Berlin, Deutschland","['Neu-Hohenschönhausen', 'Falkenberg']",13057,"Thu, Fri: 12:00 - 18:00",european,german,491605901918.0,,,
390,1.0,4.0,417.0,52.5090105,13.3078117,cafe lisboa,"[{'phone': [{'value': '+493031018869'}], 'www': [{'value': 'http://cafelisboa3.placeweb.site', 'categories': [{'id': '100-1000-0001'}]}, {'value': 'http://m.facebook.com/pages/Cafe-Lisboa/137310563001012', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}]}]","Cafe Lisboa, Goethestraße 34, 10625 Berlin, Deutschland",Charlottenburg,10625,Mon-Fri: 11:00 - 20:00,european,portuguese,493031018869.0,,,
391,,4.6,108.0,52.4775824,13.4405131,cafe mimosa,"[{'phone': [{'value': '+4917682362945', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}, {'value': '+493023548851'}], 'www': [{'value': 'http://m.facebook.com/pages/category/French-Restaurant/Caf%C3%A9-Mimosa-Berlin-660184720709808/?locale2=de_DE', 'categories': [{'id': '100-1100-0010'}]}, {'value': 'http://mimosaberlin.de'}]}]","Cafe Mimosa, Richardstraße 103, 12043 Berlin, Deutschland",Neukölln,12043,Mon-Thu: 11:00 - 20:00,european,breakfast,4917682362945.0,,,
392,,4.6,857.0,52.4976602,13.4375325,cafe mugrabi,"[{'phone': [{'value': '+4915773130865', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}, {'value': '+493026585400'}], 'www': [{'value': 'http://cafemugrabi.business.site'}, {'value': 'https://www.facebook.com/cafemugrabi', 'categories': [{'id': '100-1100-0010'}]}], 'email': [{'value': 'cafemugrabi@gmail.com', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Cafe Mugrabi, Görlitzer Straße 58, 10997 Berlin, Deutschland",Kreuzberg,10997,"Mon, Thu-Sun: 10:00 - 22:00",middle eastern,kosher,4915773130865.0,,,
393,2.0,4.2,306.0,52.5689577,13.4090461,cafe nord,"[{'phone': [{'value': '+493049400917'}], 'fax': [{'value': '030 49916830', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '600-6300-0244'}]}], 'www': [{'value': 'http://www.cafe-nord.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '100-1100-0010'}, {'id': '600-6300-0244'}]}], 'email': [{'value': 'info@cafe-nord.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}, {'value': 'info@cafe-nord.info', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '600-6300-0244'}]}]}]","Cafe Nord, Grunowstraße 21, 13187 Berlin, Deutschland",Pankow,13187,Mon-Sun: 10:00 - 23:00,european,international,493049400917.0,,,
394,2.0,4.4,601.0,52.423286,13.437235,cafe peoples,"[{'phone': [{'value': '+493066069716'}], 'www': [{'value': 'http://www.cafe-peoples.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}]}]}]","Café Peoples, Buckower Damm 227, 12349 Berlin, Deutschland","['Britz', 'Buckow']",12349,Mon-Sat: 09:00 - 23:59,european,international,493066069716.0,,,
395,1.0,4.4,115.0,52.49970649999999,13.3302939,cafe piter,"[{'phone': [{'value': '+493088719230'}], 'www': [{'value': 'http://www.cafe-piter.de', 'categories': [{'id': '100-1100-0010'}]}]}]","Café Piter, Schaperstraße 14, 10719 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf']",10719,Mon-Fri: 09:00 - 20:00,russian,european,493088719230.0,,,
396,2.0,4.3,366.0,52.4984054,13.3185112,cafe sidney,"[{'phone': [{'value': '+49308813334'}, {'value': '+49308819105', 'categories': [{'id': '100-1100-0010'}]}, {'value': '+4949308813334'}], 'www': [{'value': 'http://www.cafesidney.de'}, {'value': 'https://restaurant-cafe-bar-sidney-berlin.eatbu.com', 'categories': [{'id': '100-1100-0010'}]}], 'email': [{'value': 'meet@cafesidney.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}]}]}]","Cafe Sidney, Pariser Straße 19, 10707 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf']",10707,Mon-Sun: 09:00 - 13:00,european,american,49308813334.0,,,
397,2.0,4.4,268.0,52.4857618,13.52698,cafe trebo,"[{'phone': [{'value': '+491785378022'}, {'value': '+493027014343', 'categories': [{'id': '100-1100-0010'}]}], 'www': [{'value': 'http://cafetrebo.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Cafe Trebo, Treskowallee 75, 10318 Berlin, Deutschland",Karlshorst,10318,Mon-Sat: 13:00 - 18:00,ice,ice,491785378022.0,,,
398,1.0,4.5,241.0,52.484103,13.436534,cafe tschusch,"[{'phone': [{'value': '+493054484414'}], 'www': [{'value': 'http://www.tschuesch.de'}], 'email': [{'value': 'cafe@tschuesch.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Café Tschüsch, Fuldastraße 12, 12045 Berlin, Deutschland",Neukölln,12045,"Mon, Wed-Sun: 18:00 - 23:00",indian,fusion,493054484414.0,,,
399,2.0,4.5,204.0,52.51609610000001,13.4564212,caffe,"[{'phone': [{'value': '+491773001721'}], 'www': [{'value': 'http://www.theCAFFE.de'}]}]","Caffè, Skalitzer Straße 102, 10997 Berlin, Deutschland",Kreuzberg,10997,,snacks,sandwiches,491773001721.0,,,
400,2.0,4.4,260.0,52.471307,13.4295019,caglayan grillhaus,"[{'phone': [{'value': '+493070226404'}], 'www': [{'value': 'http://caglayan-berlin.de'}, {'value': 'https://www.caglayangrillhaus.de'}]}]","Caglayan Grillhaus, Hermannstraße 175, 12051 Berlin, Deutschland",Neukölln,12051,"Mon-Thu: 00:00 - 22:30, 23:59 - 23:59",middle eastern,amerikanisch - barbecue,493070226404.0,,,
401,,4.8,65.0,52.5313228,13.4116342,cai kitchen berlin  szechuan vegan bistro,[{'phone': [{'value': '+493092217434'}]}],"Cài Kitchen Berlin - Szechuan Vegan Bistro, Schönhauser Allee 177A, 10119 Berlin, Deutschland","['Mitte', 'Prenzlauer Berg']",10119,"Tue-Sat: 12:00 - 15:00, 18:00 - 21:00",asian,chinese,493092217434.0,,,
402,2.0,4.2,257.0,52.503346,13.3195216,calcutta,"[{'phone': [{'value': '+49308836293'}, {'value': '+4949308836293'}], 'fax': [{'value': '030 31809261'}], 'www': [{'value': 'http://www.calcutta-berlin.de'}], 'email': [{'value': 'info@calcutta-berlin.de'}]}]","Calcutta, Bleibtreustraße 17, 10623 Berlin, Deutschland",Charlottenburg,10623,Mon-Sun: 12:00 - 23:59,indian,asian,49308836293.0,,,
403,3.0,4.5,339.0,52.5165894,13.387592,calice doro,"[{'phone': [{'value': '+493020219190'}], 'www': [{'value': 'http://calicedoro.de'}], 'email': [{'value': 'info@calicedoro.de'}]}]","Calice d'Oro, Unter den Linden 39, 10117 Berlin, Deutschland",Mitte,10117,Mon-Sun: 12:00 - 23:30,european,italian,493020219190.0,,,
404,,4.5,419.0,52.47593,13.42362,caligari,"[{'phone': [{'value': '+493052649841'}], 'www': [{'value': 'caligariberlin.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://m.facebook.com/caligariberlin', 'categories': [{'id': '100-1000-0000'}]}]}]","Caligari, Kienitzer Straße 110, 12049 Berlin, Deutschland",Neukölln,12049,Mon-Sun: 18:00 - 23:00,european,italian,493052649841.0,,,
405,1.0,4.4,211.0,52.5115871,13.2976027,can cafe,"[{'phone': [{'value': '+493034787218'}], 'www': [{'value': 'https://www.facebook.com/pages/category/Turkish-Restaurant/Can-Caf%C3%A9-Restaurant-1770826119836861', 'categories': [{'id': '100-1000-0000'}]}]}]","Can Café Restaurant, Schloßstraße 29, 14059 Berlin, Deutschland","['Charlottenburg', 'Westend']",14059,,turkish,turkish,493034787218.0,,,
406,2.0,3.7,2517.0,52.5191386,13.4095071,cancun,"[{'phone': [{'value': '+493030111105'}], 'fax': [{'value': '030 30111106', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}, {'value': '030 74006410', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.cancun-berlin.de/impressum.html', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@cancun-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]","Cancun, Kaiserdamm 24, 14057 Berlin, Deutschland","['Charlottenburg', 'Westend']",14057,Mon-Thu: 11:00 - 13:00,mexican,chinese,493030111105.0,,,
407,,4.7,21.0,52.5160645,13.4400181,cantina an der weberwiese,"[{'phone': [{'value': '+49302977360', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+4949302977360'}], 'www': [{'value': 'http://www.cantinaanderweberwieseberlin.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'kontakt@cantinaanderweberwiese.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Cantina an der Weberwiese, Straße der Pariser Kommune 35, 10243 Berlin, Deutschland",Friedrichshain,10243,Mon-Fri: 09:00 - 16:00,mediterranean,german,49302977360.0,,,
408,,4.6,171.0,52.5106467,13.2880641,cantina siciliana,"[{'phone': [{'value': '+491713192920'}, {'value': '+491733630081', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+49303228455', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.cantinasiciliana.de'}], 'email': [{'value': 'info@cantinasiciliana.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Cantina Siciliana, Kaiserdamm 15, 14057 Berlin, Deutschland","['Charlottenburg', 'Westend']",14057,Mon-Sat: 12:00 - 23:00,european,mediterranean,491713192920.0,,,
409,2.0,4.7,447.0,52.5090154,13.3069461,cantinetta,"[{'phone': [{'value': '+493032667856'}], 'www': [{'value': 'cantinetta-berlin.de'}]}]","Cantinetta, Goethestraße 38, 10625 Berlin, Deutschland",Charlottenburg,10625,Mon-Sat: 12:00 - 22:00,european,italian,493032667856.0,,,
410,2.0,4.5,1581.0,52.5031719,13.3369452,cao cao,"[{'phone': [{'value': '+493021915415'}], 'www': [{'value': 'http://www.cao-cao.de'}]}]","Cao Cao, Marburger Straße 2, 10789 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf', 'Schöneberg']",10789,Mon-Sat: 11:00 - 23:00,asian,vietnamese,493021915415.0,,,
411,,4.9,69.0,52.49787680000001,13.4294968,caphe hoa 2,"[{'phone': [{'value': '+493061288480'}], 'www': [{'value': 'https://www.caphe-hoa.com/hoa2-startseite'}]}]","Caphe Hoa 2, Lausitzer Straße 48, 10999 Berlin, Deutschland",Kreuzberg,10999,Mon-Fri: 12:00 - 22:00,asian,vegan,493061288480.0,,,
412,2.0,4.6,252.0,52.5972041,13.3460769,capitano,"[{'phone': [{'value': '+49304166148'}, {'value': '+4949304166148'}], 'fax': [{'value': '030 78080092'}], 'www': [{'value': 'http://www.tdcapitano.de'}], 'email': [{'value': 'silviomattera@live.de'}, {'value': 'tdcapitano@live.de'}]}]","Capitano, Eichhorster Weg 9, 13435 Berlin, Deutschland","['Wittenau', 'Märkisches Viertel']",13435,Tue-Sun: 15:00 - 23:00,european,mediterranean,49304166148.0,,,
413,3.0,4.2,177.0,52.483811,13.2668423,capriccio,"[{'phone': [{'value': '+49308263680'}, {'value': '+4949308263680', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 89504873', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.ristorante-capriccio.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Capriccio, Hagenplatz 2, 14193 Berlin, Deutschland","['Grunewald', 'Nikolassee', 'Dahlem', 'Schmargendorf']",14193,Mon-Sun: 12:00 - 12:00,european,pizza,49308263680.0,,,
414,2.0,4.3,581.0,52.52088999999999,13.3072484,caprivi,"[{'phone': [{'value': '+4917653617863'}, {'value': '+4949303655181', 'categories': [{'id': '200-2000-0019'}]}], 'www': [{'value': 'http://www.caprivi-berlin.com', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]","Caprivi, Am Spreebord, 10589 Berlin, Deutschland","['Charlottenburg', 'Charlottenburg-Nord']",10589,"Mon-Fri, Sun: 12:00 - 22:00",european,german,4917653617863.0,,,
