,Unnamed: 0,alias,name,url,review_count,rating,price,phone,display_phone,distance,food_type,food_type_2,lon,lat,full_address,zip_code
2956,2956,gusto-berlin,Gusto,https://www.yelp.com/biz/gusto-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,2,4.0,€€€,+493086090885,+49 30 86090885,9.97099401537151,italian,pizza,13.32902,52.48881,Landhausstr. 31,10717
2958,2958,vipan-berlin,Vipan,https://www.yelp.com/biz/vipan-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,22,4.5,€€,+493086008007,+49 30 86008007,45.84801668223574,indpak,NaN,13.329328,52.492937,Nikolsburger Platz 2,10717
2959,2959,da-nino-berlin,Da Nino,https://www.yelp.com/biz/da-nino-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,5,3.5,,,,56.23342410800146,italian,NaN,13.32952,52.49278,Nikolsburger Platz 2,10717
2962,2962,wasserwerk-berlin,Wasserwerk,https://www.yelp.com/biz/wasserwerk-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,8,4.0,,+493088910776,+49 30 88910776,57.95576938402547,german,NaN,13.3293596203005,52.4946753002027,Hohenzollerndamm 208,10717
2970,2970,est-berlin-2,est.,https://www.yelp.com/biz/est-berlin-2?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,2,5.0,,+493084511778,+49 30 84511778,79.99170758123115,japanese,asianfusion,13.3292,52.50118,Meinekestr. 20,10719
2975,2975,luardi-berlin-2,Luardi,https://www.yelp.com/biz/luardi-berlin-2?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,66,4.5,€€,+493088718468,+49 30 88718468,75.74990974541862,italian,NaN,13.329341,52.50207,Meinekestr. 24,10119
2979,2979,körner-und-co-kg-soup-kultur-berlin,Körner & Co.KG Soup Kultur,https://www.yelp.com/biz/k%C3%B6rner-und-co-kg-soup-kultur-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,11,3.5,€€,+493088629282,+49 30 88629282,45.81478742530278,soup,NaN,13.3290464,52.5018409,Kurfürstendamm 224,10719
2981,2981,sueno-berlin-3,Sueno,https://www.yelp.com/biz/sueno-berlin-3?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,6,3.5,€€€,+493055602762,+49 30 55602762,60.05356419454328,steak,NaN,13.32931,52.50189,Meinekestr. 23,10719
2984,2984,enjoy-berlin-berlin,Enjoy Berlin,https://www.yelp.com/biz/enjoy-berlin-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,2,5.0,,+4917641852122,+49 176 41852122,28.055884999821828,cafes,breakfast_brunch,13.329347851865,52.5023809803963,Meinekestr. 25,10719
2985,2985,gaststätte-zum-patzenhofer-berlin,Gaststätte Zum Patzenhofer,https://www.yelp.com/biz/gastst%C3%A4tte-zum-patzenhofer-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,23,4.0,€€,+49308821135,+49 30 8821135,30.435551873523156,german,NaN,13.3293,52.5025,Meinekestr. 26,10719
2986,2986,ristorante-arlecchino-berlin,Ristorante-Arlecchino,https://www.yelp.com/biz/ristorante-arlecchino-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,39,4.5,€€€,+49308812563,+49 30 8812563,28.381408190363064,italian,NaN,13.3293593,52.5023356,Meinekestr. 25,10719
2987,2987,imbiss-meineke-27-berlin,Imbiss Meineke 27,https://www.yelp.com/biz/imbiss-meineke-27-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,29,3.0,€,+493088914350,+49 30 88914350,65.25256404805418,german,hotdogs,13.329374,52.50286,Meinekestr. 27,10719
2989,2989,le-petit-café-berlin-3,Le Petit Café,https://www.yelp.com/biz/le-petit-caf%C3%A9-berlin-3?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,2,2.0,€,,,33.74292514707301,breakfast_brunch,cakeshop,13.32938,52.50235,Meinekestr. 25,10719
2993,2993,soupkultur-berlin-2,Soupkultur,https://www.yelp.com/biz/soupkultur-berlin-2?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,7,3.5,€,+493088629282,+49 30 88629282,78.50573487088276,soup,NaN,13.329433598532,52.502974893112,Kurfürstendamm 224,10719
2994,2994,hard-rock-cafe-berlin-6,Hard Rock Cafe,https://www.yelp.com/biz/hard-rock-cafe-berlin-6?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,169,3.5,€€,+4930884620,+49 30 884620,96.22634709781704,tradamerican,burgers,13.3294602947955,52.5031413464364,Kurfürstendamm 224,10719
2997,2997,häagen-dazs-berlin,Häagen Dazs,https://www.yelp.com/biz/h%C3%A4agen-dazs-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,22,4.0,€€€,+49308821207,+49 30 8821207,97.96885992871492,icecream,NaN,13.32973,52.50318,Kurfürstendamm 224,10719
2998,2998,grace-berlin,Grace,https://www.yelp.com/biz/grace-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,23,3.0,€€€,+493088437750,+49 30 88437750,52.8507226664614,cocktailbars,asianfusion,13.3291702,52.5036201,Kurfürstendamm 25,10719
3004,3004,dean-und-david-berlin,Dean & David,https://www.yelp.com/biz/dean-und-david-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,53,3.5,€€,+493088772020,+49 30 88772020,125.50096014784629,salad,hotdogs,13.3302268134919,52.5040495977094,Kurfürstendamm 21,10719
3005,3005,the-barn-berlin-5,The Barn,https://www.yelp.com/biz/the-barn-berlin-5?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,13,2.5,€€€,,,115.86748049078864,coffeeroasteries,NaN,13.3298,52.5046899,Kurfürstendamm 22,10719
3006,3006,alt-berliner-biersalon-berlin,Alt Berliner Biersalon,https://www.yelp.com/biz/alt-berliner-biersalon-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,77,3.0,€€,+49308843990,+49 30 8843990,83.75292675988412,german,breakfast_brunch,13.33011,52.50326,Kurfürstendamm 225/226,10719
3012,3012,amorino-berlin-2,Amorino,https://www.yelp.com/biz/amorino-berlin-2?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,11,3.0,€€,,,107.4361416021227,cafes,creperies,13.3299511671066,52.5039817726473,Kurfürstendamm 21,10719
3019,3019,burger-de-ville-berlin-3,Burger de Ville,https://www.yelp.com/biz/burger-de-ville-berlin-3?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,57,3.5,€€,+493055872744,+49 30 55872744,93.56651591152784,burgers,NaN,13.3299857435165,52.5046893401527,Kurfürstendamm 22,10719
3020,3020,choozo-berlin,Choozo,https://www.yelp.com/biz/choozo-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,2,3.0,€€,+493088772080,+49 30 88772080,63.27121166958604,juicebars,NaN,13.3298375084996,52.5042981027762,Kurfürstendamm 22,10719
3024,3024,mr-borella-berlin,Mr. Borella,https://www.yelp.com/biz/mr-borella-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,1,3.0,,,,78.20929217068787,icecream,NaN,13.3298993537564,52.5045310425661,Kurfürstendamm 22,10719
3036,3036,wartesaal-berlin-2,Wartesaal,https://www.yelp.com/biz/wartesaal-berlin-2?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,23,3.0,€€,+493045087311,+49 30 45087311,79.98745604536359,italian,bbq,13.3297573215837,52.5055605743223,Kantstr. 10,10623
3043,3043,onnoya-ishin-berlin,Onnoya Ishin,https://www.yelp.com/biz/onnoya-ishin-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,26,4.0,€€,+493095592127,+49 30 95592127,38.08232847331938,japanese,sushi,13.32935,52.50724,Hardenbergstr. 19,10623
3050,3050,kyttaro-restaurant-café-bar-berlin,"Kyttaro - Restaurant, Café, Bar",https://www.yelp.com/biz/kyttaro-restaurant-caf%C3%A9-bar-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,2,4.0,€€,+493032301461,+49 30 32301461,109.6649292633356,food,NaN,13.33,52.513,Straße des 17. Juni,10623
3054,3054,das-restaurant-berlin,das restaurant,https://www.yelp.com/biz/das-restaurant-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,1,5.0,,+4930747820910,+49 30 747820910,28.18794869483773,german,NaN,13.329308,52.523355,Gotzkowskystr.  20-21,10555
3055,3055,taste-berlin-2,Taste,https://www.yelp.com/biz/taste-berlin-2?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,9,4.5,€,+4917672971948,+49 176 72971948,20.00755549534839,singaporean,NaN,13.32896,52.52411,Alt-Moabit 54,10555
3056,3056,da-meme-berlin,Da Meme,https://www.yelp.com/biz/da-meme-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,12,4.5,€€,+493039835990,+49 30 39835990,97.74350667285404,pizza,italian,13.3301,52.5245,Gotzkowskystr. 24,10555
3057,3057,xinh-city-berlin,Xinh City,https://www.yelp.com/biz/xinh-city-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,1,4.0,,,,81.75861876489964,thai,vietnamese,13.3300695,52.5241508,Gotzkowskystr. 23,10555
3058,3058,angon-berlin,Angon,https://www.yelp.com/biz/angon-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,9,5.0,€€,+493039805648,+49 30 39805648,89.90299163743141,vietnamese,panasian,13.3300903066993,52.5243808125142,Gotzkowskystr. 23,10555
3059,3059,ya-man-caribbean-soulfood-berlin,Ya-Man Caribbean Soulfood,https://www.yelp.com/biz/ya-man-caribbean-soulfood-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,49,3.5,€€,+493039808917,+49 30 39808917,67.48436598471694,caribbean,NaN,13.329565,52.52436,Gotzkowskystr. 17,10555
3061,3061,gaststätte-lal-haweli-berlin,Gaststätte Lal Haweli,https://www.yelp.com/biz/gastst%C3%A4tte-lal-haweli-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,27,3.0,€€,+493039905626,+49 30 39905626,75.35469460082457,indpak,NaN,13.3300515096533,52.5240196464692,Alt-Moabit 51,10555
3067,3067,asia-an-nam-berlin,Asia An Nam,https://www.yelp.com/biz/asia-an-nam-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,17,4.0,€,+493039103729,+49 30 39103729,83.53112251366451,panasian,NaN,13.3299197,52.5253342,Gotzkowskystr. 10,10555
3068,3068,eiscafé-rialto-berlin,Eiscafé Rialto,https://www.yelp.com/biz/eiscaf%C3%A9-rialto-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,3,4.5,,+49303915694,+49 30 3915694,74.8155900548834,icecream,NaN,13.3298,52.5253,Gotzkowskystr. 10,10555
3069,3069,spontan-berlin-8,SPONTAN,https://www.yelp.com/biz/spontan-berlin-8?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,5,5.0,€,+493041953732,+49 30 41953732,93.96792003182658,coffee,NaN,13.33026,52.52514,Gotzkowskystr. 28,10555
3070,3070,sun-fat-berlin,Sun Fat,https://www.yelp.com/biz/sun-fat-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,3,4.5,€,+49303995990,+49 30 3995990,106.4047545735313,chinese,NaN,13.3301409147379,52.5263969561147,Gotzkowskystr.  6,10555
3073,3073,eintopf-berlin,Eintopf,https://www.yelp.com/biz/eintopf-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,16,5.0,€,,,81.78298908960188,soup,NaN,13.3300623399388,52.5260522890956,Gotzkowskystr. 7,10555
3074,3074,burgerme-berlin,burgerme,https://www.yelp.com/biz/burgerme-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,25,3.0,€€,+4930467247467,+49 30 467247467,84.68724210896166,burgers,hotdogs,13.33009767,52.52606878,Gotzkowskystr. 7,10555
3077,3077,ali-baba-falafel-berlin,Ali Baba Falafel,https://www.yelp.com/biz/ali-baba-falafel-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,1,4.0,,,,52.418650278416365,falafel,NaN,13.32936,52.52713,Turmstr. 62,10551
3078,3078,amar-el-sham-berlin,Amar El Sham,https://www.yelp.com/biz/amar-el-sham-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,1,4.0,€,+493094049229,+49 30 94049229,52.418650278416365,arabian,halal,13.32936,52.52713,Turmstr. 62,10551
3081,3081,eis-marcon-berlin,Eis Marcon,https://www.yelp.com/biz/eis-marcon-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,18,4.5,€,+49303917404,+49 30 3917404,79.92728888910531,icecream,NaN,13.3299,52.5271,Turmstr.  64,10551
3082,3082,pizzeria-la-mandria-berlin,Pizzeria La Mandria,https://www.yelp.com/biz/pizzeria-la-mandria-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,42,4.0,€€,+49303926111,+49 30 3926111,76.30403156439803,pizza,italian,13.3298792,52.527061,Turmstr. 64,10551
3085,3085,berlin-döner-kebap-berlin,Berlin Döner Kebap,https://www.yelp.com/biz/berlin-d%C3%B6ner-kebap-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,3,4.0,€€,,,49.25527443044862,kebab,NaN,13.3289598,52.5280248,Beusselstr. 17,10115
3113,3113,bab-und-kimchi-berlin,Bab & Kimchi,https://www.yelp.com/biz/bab-und-kimchi-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,34,4.5,€,+493054771133,+49 30 54771133,104.68621892576998,korean,NaN,13.33113,52.46407,Schöneberger Str. 10,12163
3114,3114,non-berlin,Non,https://www.yelp.com/biz/non-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,1,4.0,,+493062200452,+49 30 62200452,37.59519342304311,italian,cafes,13.3305,52.4639,Feuerbachstr. 31,12163
3116,3116,amma-berlin-6,Amma,https://www.yelp.com/biz/amma-berlin-6?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,2,3.0,€€,+493023886711,+49 30 23886711,42.273953877176496,indpak,singaporean,13.3309067140862,52.4638066592765,Feuerbachstr. 31,12163
3119,3119,whisky-kabinett-berlin,Whisky-Kabinett,https://www.yelp.com/biz/whisky-kabinett-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,5,5.0,€€,+493071551946,+49 30 71551946,87.86731477133017,beer_and_wine,NaN,13.33075,52.46433,Schöneberger Str. 12,12163
3120,3120,henrys-berlin,Henrys,https://www.yelp.com/biz/henrys-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,13,4.5,€,+4915234336202,+49 1523 4336202,77.3453521198693,icecream,cafes,13.33093,52.4641499,Schöneberger Str. 11,12163
3129,3129,michl-s-restaurant-berlin,Michl´s Restaurant,https://www.yelp.com/biz/michl-s-restaurant-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,6,4.0,€€,+493085402022,+49 30 85402022,25.162861772728,german,bavarian,13.3307955092621,52.4653520064634,Peschkestr. 18,12161
3141,3141,pizzeria-la-luna-berlin,Pizzeria La Luna,https://www.yelp.com/biz/pizzeria-la-luna-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,12,4.0,€,+49308521069,+49 30 8521069,71.95087553288458,pizza,NaN,13.330912,52.466954,Rheinstr. 47,12161
3146,3146,lac-viet-berlin,Lac Viet,https://www.yelp.com/biz/lac-viet-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,92,4.5,€,+493084183160,+49 30 84183160,95.50494521353664,vietnamese,NaN,13.33165,52.4677,Rheinstr. 50,12161
3147,3147,asia-time-berlin-2,Asia Time,https://www.yelp.com/biz/asia-time-berlin-2?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,14,4.0,€€,+493023616813,+49 30 23616813,44.02322838671317,vietnamese,thai,13.331047,52.4672857,Rheinstr. 49,12161
3151,3151,pizzeria-atila-friedenau,Pizzeria Atila,https://www.yelp.com/biz/pizzeria-atila-friedenau?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,5,4.5,€,+493023903194,+49 30 23903194,87.79453561296042,pizza,italian,13.3311,52.46784,Rheinstr. 26,12161
3152,3152,carlos-caravela-berlin,Carlos Caravela,https://www.yelp.com/biz/carlos-caravela-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,23,4.0,€,+49308522660,+49 30 8522660,68.88016220089415,portuguese,tapas,13.331417,52.467307,Dickhardtstr. 27,12161
3164,3164,ridders-kaffeerösterei-berlin,Ridders Kaffeerösterei,https://www.yelp.com/biz/ridders-kaffeer%C3%B6sterei-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,8,5.0,€,+493060508515,+49 30 60508515,85.94310682906972,coffeeroasteries,NaN,13.331552,52.469329,Schmiljanstr. 13,12161
3166,3166,seoul-kwan-berlin,Seoul-Kwan,https://www.yelp.com/biz/seoul-kwan-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,44,4.5,€€,+49308526262,+49 30 8526262,14.688005519955873,korean,NaN,13.3306,52.4707,Schmiljanstr. 25,12161
3169,3169,miseri-e-nobili-berlin,Miseri e Nobili,https://www.yelp.com/biz/miseri-e-nobili-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,5,3.0,€€,+493088490424,+49 30 88490424,86.73426363246621,italian,NaN,13.3308401,52.47686,Brünnhildestr. 8,12159
3174,3174,wex-corner-berlin,Wex Corner,https://www.yelp.com/biz/wex-corner-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,2,4.0,,,,26.11362217682804,turkish,kebab,13.33081,52.478906,Wexstr. 27,10715
3186,3186,zona-bar-berlin,Zona Bar,https://www.yelp.com/biz/zona-bar-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,3,4.0,,,,25.40095160453424,food,NaN,13.3308,52.4861,Bundesallee 45,10715
3191,3191,eggers-berlin-2,Egger's,https://www.yelp.com/biz/eggers-berlin-2?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,6,2.5,€€€,+49308616758,+49 30 8616758,11.421064579216388,steak,argentine,13.3305,52.4871,Bundesallee 42,10715
3198,3198,ceviche-103-berlin,Ceviche 103,https://www.yelp.com/biz/ceviche-103-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,2,5.0,,+4917677945927,+49 176 77945927,67.86793962964764,peruvian,NaN,13.33053,52.49036,Bundesallee 31 A,10717
3200,3200,bistro-maria-berlin,Bistro Maria,https://www.yelp.com/biz/bistro-maria-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,6,4.5,€,+493021015852,+49 30 21015852,103.8880535204539,italian,german,13.33143,52.49132,Bundesallee 192,10717
3202,3202,mai-linh-quan-berlin,Mai Linh Quan,https://www.yelp.com/biz/mai-linh-quan-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,1,3.0,,+493021914919,+49 30 21914919,89.49296105317097,vietnamese,NaN,13.33127,52.49112,Bundesallee 192,10717
3203,3203,amara-berlin,Amara,https://www.yelp.com/biz/amara-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,1,4.0,,+493075525316,+49 30 75525316,89.49296105317097,indpak,NaN,13.3312702,52.4911194,Bundesallee 192,10717
3204,3204,kilis-berlin,Kilis,https://www.yelp.com/biz/kilis-berlin?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,1,2.0,,+493051053756,+49 30 51053756,103.8880535204539,turkish,NaN,13.33143,52.49132,Bundesallee 192,10717
3205,3205,kiiwii-familienrestaurant-berlin-2,KiiWii Familienrestaurant,https://www.yelp.com/biz/kiiwii-familienrestaurant-berlin-2?adjust_creative=pIXdoHJLSMQiqwxYQ78laQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pIXdoHJLSMQiqwxYQ78laQ,38,2.5,€€,+493021996077,+49 30 21996077,83.38063403598971,eltern_cafes,international,13.33144,52.49095,Güntzelstr. 10,10717
