,Unnamed: 0,name,distance,contacts,chains,lon,lat,full_address,district,zip_code,street,house_nr,opening_hours,food_type,food_type_2,phone
23,23,Thanh Hoang,630,"[{'phone': [{'value': '+493039745951'}], 'www': [{'value': 'http://www.thanh-hoang.de'}, {'value': 'lieferheld.de/berlin/asia-sna%e2%80%a6'}]}]",,13.35973,52.53729,"Thanh Hoang, Friedrich-Krause-Ufer 37, 13353 Berlin, Deutschland",Moabit,13353,Friedrich-Krause-Ufer,37,"Mon-Thu, Sat: 11:00 - 21:45",Asiatisch,Japanisch - Sushi,+493039745951
28,28,Falafel Dream 2010,698,"[{'phone': [{'value': '+491772501585'}], 'www': [{'value': 'http://www.falafeldream2010.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0004'}, {'id': '100-1100-0000'}]}]}]",,13.36507,52.54329,"Falafel Dream 2010, Müllerstraße 14A, 13353 Berlin, Deutschland",Wedding,13353,Müllerstraße,14A,Mon-Fri: 11:00 - 19:30,Nahöstlich,Vegan,+491772501585
30,30,Rebel Room -Delivery,731,"[{'phone': [{'value': '+493086455125'}], 'www': [{'value': 'http://www.rebelroomburger.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.36125,52.54206,"Rebel Room -Delivery, Burgsdorfstraße 7, 13353 Berlin, Deutschland",Wedding,13353,Burgsdorfstraße,7,Mon-Sun: 11:00 - 22:00,Burger,NaN,+493086455125
31,31,Kamal,734,"[{'phone': [{'value': '+493020672848'}, {'value': '+49303128157', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.indischerestaurant.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}, {'value': 'http://www.kamal-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]",,13.36195,52.5425,"Kamal, Burgsdorfstraße 4, 13353 Berlin, Deutschland",Wedding,13353,Burgsdorfstraße,4,Mon-Sun: 12:00 - 22:45,Indisch,Pizza,+493020672848
32,32,Mekan Grillhaus,742,[{'www': [{'value': 'http://www.mekangrill.de'}]}],,13.36393,52.54341,"Mekan Grillhaus, Müllerstraße 163A, 13353 Berlin, Deutschland",Wedding,13353,Müllerstraße,163A,NaN,Nahöstlich,NaN,NaN
35,35,Mediterraneo,767,"[{'phone': [{'value': '+49303975577'}, {'value': '+4949303975577', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 39789450'}], 'www': [{'value': 'http://030-3975577.de'}, {'value': 'http://mediterraneobln.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.3599,52.53341,"Mediterraneo, Lehrter Straße 27, 10557 Berlin, Deutschland",Moabit,10557,Lehrter Straße,27,Mon-Sun: 16:00 - 12:00,NaN,NaN,+49303975577
36,36,Ein Moment,773,,,13.36017,52.53311,"Ein Moment, Lehrter Straße 26A, 10557 Berlin, Deutschland",Moabit,10557,Lehrter Straße,26A,NaN,Eis,NaN,NaN
41,41,Otantik,797,"[{'phone': [{'value': '+493075006999', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+49493075006999'}], 'www': [{'value': 'https://www.facebook.com/Otantik-Berlin-139708493355589'}]}]",,13.35793,52.53512,"Otantik, Lehrter Straße 48C, 10557 Berlin, Deutschland",Moabit,10557,Lehrter Straße,48C,Tue-Sun: 10:00 - 19:00,Brunch,NaN,+493075006999
43,43,Lehrter Cafe,805,[{'phone': [{'value': '+4915171110032'}]}],,13.35758,52.53555,"Lehrter Cafe, Lehrter Straße 48, 10557 Berlin, Deutschland",Moabit,10557,Lehrter Straße,48,NaN,Brunch,NaN,+4915171110032
44,44,Simit 24,807,[{'phone': [{'value': '+493046067191'}]}],,13.36723,52.54467,"Simit 24, Gerichtstraße 52, 13347 Berlin, Deutschland",Wedding,13347,Gerichtstraße,52,NaN,Brunch,NaN,+493046067191
46,46,Mezem,815,[{'phone': [{'value': '+4917683220425'}]}],,13.36198,52.53156,"Mezem, Lehrter Straße 24C, 10557 Berlin, Deutschland",Moabit,10557,Lehrter Straße,24C,Mon-Sat: 12:00 - 18:00,Mediterran,NaN,+4917683220425
47,47,Bastion 5 Café,821,"[{'phone': [{'value': '+493023360095'}], 'www': [{'value': 'http://m.facebook.com/pages/category/Coffee-Shop/Bastion-5-672766186100517/?locale2=de_DE'}]}]",,13.36182,52.53157,"Bastion 5 Café, Lehrter Straße 24D, 10557 Berlin, Deutschland",Moabit,10557,Lehrter Straße,24D,NaN,Europäisch,Vietnamesisch,+493023360095
50,50,Zazza,832,,,13.36154,52.53157,"Zazza, Lehrter Straße 24e, 10557 Berlin, Deutschland",Moabit,10557,Lehrter Straße,24e,NaN,NaN,NaN,NaN
55,55,Grill Imbiss Chili,847,,,13.35672,52.53612,"Grill Imbiss Chili, Ellen-Epstein-Straße 2, 10559 Berlin, Deutschland",Moabit,10559,Ellen-Epstein-Straße,2,Mon-Fri: 08:00 - 18:00,NaN,NaN,NaN
58,58,Mars,852,"[{'phone': [{'value': '+4930120822131', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+4930120822150'}, {'value': '+493046061205'}], 'www': [{'value': 'http://www.mars-berlin.net', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'https://app.resmio.com/restaurant-mars/menu-widget', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'https://app.resmio.com/restaurant-mars/widget', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'mars@silent-green.net', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.36653,52.54501,"Mars, Gerichtstraße 35, 13347 Berlin, Deutschland",Wedding,13347,Gerichtstraße,35,Mon-Fri: 11:00 - 18:00,Europäisch,Vietnamesisch,+4930120822131
59,59,Imbiss Coriander & Großverkauf Falafel,856,"[{'phone': [{'value': '+4917624831232'}], 'www': [{'value': 'http://coriander-imbiss-und-falafel-grossverkauf.business.site'}, {'value': 'https://www.facebook.com/Imbisscoriander/?rf=150713018879963'}]}]",,13.35684,52.53545,"Imbiss Coriander & Großverkauf Falafel, Perleberger Straße 64, 10559 Berlin, Deutschland",Moabit,10559,Perleberger Straße,64,Mon-Thu: 10:00 - 24:00,Asiatisch,Nahöstlich,+4917624831232
60,60,City Grillhaus,856,,,13.35684,52.53545,"City Grillhaus, Perleberger Straße 64, 10559 Berlin, Deutschland",Moabit,10559,Perleberger Straße,64,NaN,Amerikanisch - Soul Food,NaN,NaN
66,66,Reinhard Bär,905,"[{'phone': [{'value': '+493092038237'}], 'www': [{'value': 'http://www.reinhard-baer.berlin'}], 'email': [{'value': 'info@reinhard-baer.berlin'}]}]",,13.37159,52.52951,"Reinhard Bär, Am Hamburger Bahnhof, 10557 Berlin, Deutschland",Moabit,10557,Am Hamburger Bahnhof,NaN,"Mon, Tue, Sat, Sun: 10:00 - 18:00",Deutsch,Europäisch,+493092038237
69,69,Naveenapath,919,"[{'phone': [{'value': '+493024371238'}, {'value': '+493045029460'}], 'www': [{'value': 'http://naveenapath.com'}, {'value': 'http://www.naveenapath-berlin.de'}, {'value': 'http://www.naveenapath.de'}]}]",,13.35748,52.54185,"Naveenapath, Tegeler Straße 22, 13353 Berlin, Deutschland",Wedding,13353,Tegeler Straße,22,Mon-Sun: 11:00 - 23:30,Indisch,Asiatisch,+493024371238
72,72,Eschenbräu,926,"[{'phone': [{'value': '+491624931915'}, {'value': '+49304626837', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}, {'id': '300-3000-0350'}, {'id': '600-6300-0244'}]}], 'www': [{'value': 'http://eschenbraeu.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}, {'id': '300-3000-0350'}, {'id': '600-6300-0244'}]}], 'email': [{'value': 'info@eschenbraeu.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}, {'id': '300-3000-0350'}]}]}]",,13.35946,52.54345,"Eschenbräu, Triftstraße 67, 13353 Berlin, Deutschland",Wedding,13353,Triftstraße,67,Mon-Sun: 15:00 - 01:00,Deutsch,Pizza,+491624931915
74,74,Osteria da Pino,936,"[{'phone': [{'value': '+49304657179'}, {'value': '+4949304657179'}], 'www': [{'value': 'http://pino-osteria.de'}]}]",,13.36036,52.54406,"Osteria da Pino, Willdenowstraße 12, 13353 Berlin, Deutschland",Wedding,13353,Willdenowstraße,12,Mon-Sat: 17:00 - 12:00,Italienisch,Mediterran,+49304657179
75,75,Schadé,937,"[{'phone': [{'value': '+493021808654', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}, {'value': '+493045797662'}], 'www': [{'value': 'http://www.cafeschade.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'info@cafeschade.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]",,13.35736,52.54204,"Schadé, Tegeler Straße 23, 13353 Berlin, Deutschland",Wedding,13353,Tegeler Straße,23,Mon-Sun: 09:30 - 14:00,Nahöstlich,International,+493021808654
76,76,Göttlich,937,"[{'phone': [{'value': '+493052666685'}, {'value': '+49493052666685', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]",,13.35736,52.54204,"Göttlich, Tegeler Straße 23, 13353 Berlin, Deutschland",Wedding,13353,Tegeler Straße,23,Mon-Sun: 09:00 - 22:00,NaN,NaN,+493052666685
77,77,Sahara,941,[{'phone': [{'value': '+49303952535'}]}],,13.35564,52.53524,"Sahara, Perleberger Straße 5, 10559 Berlin, Deutschland",Moabit,10559,Perleberger Straße,5,NaN,Deutsch,NaN,+49303952535
81,81,La Fiamma Pizza Döner,957,"[{'phone': [{'value': '+493023902925'}, {'value': '+493062201430'}]}]",,13.3623,52.54507,"La Fiamma Pizza Döner, Gerichtstraße 46, 13347 Berlin, Deutschland",Wedding,13347,Gerichtstraße,46,NaN,NaN,NaN,+493023902925
83,83,Bombay-Express,963,[{'phone': [{'value': '+493046602799'}]}],,13.36213,52.54507,"Bombay-Express, Gerichtstraße 47, 13347 Berlin, Deutschland",Wedding,13347,Gerichtstraße,47,NaN,Indisch,NaN,+493046602799
85,85,Pizzeria Dun Dun,974,"[{'phone': [{'value': '+493046987501'}], 'fax': [{'value': '030 81469916', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}], 'www': [{'value': 'http://www.lieferheld.de/berlin/pizza-dundun/?bdid=pointoo&clid=DE_COOP_19_17_13&utm_source=COOP&utm_medium=coop_19&utm_campaign=coop_17&utm_content=coop_13', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}, {'value': 'http://www.pizzaliefer.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.pizzeria-dun-dun.de', 'categories': [{'id': '100-1100-0000'}]}, {'value': 'pizza-dundun-berlin.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.36119,52.54484,"Pizzeria Dun Dun, Triftstraße 1, 13353 Berlin, Deutschland",Wedding,13353,Triftstraße,1,Mon-Fri: 11:00 - 23:15,NaN,NaN,+493046987501
89,89,Falafel al Amin,986,[{'phone': [{'value': '+4917620363798'}]}],,13.35996,52.54444,"Falafel al Amin, Triftstraße 6, 13353 Berlin, Deutschland",Wedding,13353,Triftstraße,6,"Mon-Thu, Sat, Sun: 10:00 - 01:00",Nahöstlich,Mediterran,+4917620363798
90,90,Bei Mama,986,[{'phone': [{'value': '+493053143846'}]}],,13.35996,52.54444,"Bei Mama, Triftstraße 6, 13353 Berlin, Deutschland",Wedding,13353,Triftstraße,6,Mon-Sun: 09:00 - 22:00,Libanesisch,Burger,+493053143846
92,92,Kandil - Libanesische Spezialitäten,995,[{'phone': [{'value': '+493085610957'}]}],,13.35939,52.54425,"Kandil - Libanesische Spezialitäten, Triftstraße 8, 13353 Berlin, Deutschland",Wedding,13353,Triftstraße,8,NaN,NaN,NaN,+493085610957
93,93,Konya Gözleme,995,,,13.35939,52.54425,"Konya Gözleme, Triftstraße 8, 13353 Berlin, Deutschland",Wedding,13353,Triftstraße,8,NaN,NaN,NaN,NaN
6,6,K. S. P.,316,,,13.3276,52.56312,"K. S. P., Kurt-Schumacher-Damm 1, 13405 Berlin, Deutschland",Reinickendorf,13405,Kurt-Schumacher-Damm,1,NaN,Burger,Hähnchen,NaN
7,7,Restaurant Milano,316,"[{'phone': [{'value': '+49304968018'}, {'value': '+4949304968018'}], 'www': [{'value': 'http://milano-berlin.9gg.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://ristorantemilano-berlin.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.restaurant-milano-berlin.de', 'categories': [{'id': '100-1100-0000'}]}]}]",,13.3276,52.56312,"Restaurant Milano, Kurt-Schumacher-Damm 1, 13405 Berlin, Deutschland",Reinickendorf,13405,Kurt-Schumacher-Damm,1,Mon-Sat: 11:00 - 22:00,Italienisch,Pizza,+49304968018
8,8,Bistro Nazar,316,"[{'phone': [{'value': '+493049879660'}], 'www': [{'value': 'http://www.bistronazar.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.3276,52.56312,"Bistro Nazar, Kurt-Schumacher-Damm 1, 13405 Berlin, Deutschland",Reinickendorf,13405,Kurt-Schumacher-Damm,1,Mon-Fri: 09:00 - 13:00,Bistro-Küche,NaN,+493049879660
9,9,Altberliner Imbiss am Kutschi,316,[{'phone': [{'value': '+493049874939'}]}],,13.3276,52.56312,"Altberliner Imbiss am Kutschi, Kurt-Schumacher-Damm 1, 13405 Berlin, Deutschland",Reinickendorf,13405,Kurt-Schumacher-Damm,1,Mon-Fri: 10:00 - 18:00,Amerikanisch - Barbecue,Fastfood,+493049874939
10,10,Fit Gemüse Kebap,316,"[{'phone': [{'value': '+4917649487865', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493055610634'}]}]",,13.3276,52.56312,"Fit Gemüse Kebap, Kurt-Schumacher-Damm 1, 13405 Berlin, Deutschland",Reinickendorf,13405,Kurt-Schumacher-Damm,1,NaN,Nahöstlich,NaN,+4917649487865
11,11,Eis Cafe San Remo,316,"[{'phone': [{'value': '+493049872203'}], 'www': [{'value': 'https://www.facebook.com/Eis-Caf%C3%A9-San-Remo-Der-Clou-233540393358339', 'categories': [{'id': '100-1100-0010'}]}]}]",,13.3276,52.56312,"Eis Cafe San Remo, Kurt-Schumacher-Damm 1, 13405 Berlin, Deutschland",Reinickendorf,13405,Kurt-Schumacher-Damm,1,Mon-Sat: 08:30 - 20:00,Italienisch,Eis,+493049872203
12,12,Güler,316,,,13.3276,52.56312,"Güler, Kurt-Schumacher-Damm 1, 13405 Berlin, Deutschland",Reinickendorf,13405,Kurt-Schumacher-Damm,1,NaN,Nahöstlich,NaN,NaN
13,13,Café Mirell,335,[{'phone': [{'value': '+4915731851476'}]}],,13.32774,52.56452,"Café Mirell, Scharnweberstraße 17, 13405 Berlin, Deutschland",Reinickendorf,13405,Scharnweberstraße,17,NaN,NaN,NaN,+4915731851476
15,15,Meshur Köftehaus,349,,,13.32802,52.5644,"Meshur Köftehaus, Ollenhauerstraße 36, 13403 Berlin, Deutschland",Reinickendorf,13403,Ollenhauerstraße,36,NaN,Deutsch,NaN,NaN
18,18,Albert's,381,"[{'phone': [{'value': '+493036726707'}, {'value': '+493054734009', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+4949493036726707', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'fax': [{'value': '030 39839702', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://alberts-restaurants.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}, {'id': '200-2000-0368'}]}], 'email': [{'value': 'info@alberts-restaurants.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32861,52.56398,"Albert's, Scharnweberstraße 16, 13405 Berlin, Deutschland",Reinickendorf,13405,Scharnweberstraße,16,Mon-Thu: 09:00 - 23:59,Amerikanisch,Italienisch,+493036726707
20,20,Cafe As Bar,538,[{'phone': [{'value': '+493049875007'}]}],,13.32929,52.56662,"Cafe As Bar, Ollenhauerstraße 14, 13403 Berlin, Deutschland",Reinickendorf,13403,Ollenhauerstraße,14,NaN,NaN,NaN,+493049875007
21,21,Papadam,561,"[{'phone': [{'value': '+493049851978'}], 'www': [{'value': 'http://www.papadam-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '700-7200-0253'}]}, {'value': 'https://papadam-berlin.de/wp-content/uploads/2020/03/Speisekarte_2020-Inhaltsstoffe.pdf', 'categories': [{'id': '100-1000-0000'}, {'id': '700-7200-0253'}]}], 'email': [{'value': 'info@papadam-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '700-7200-0253'}]}]}]",,13.33108,52.56251,"Papadam, Scharnweberstraße 6, 13405 Berlin, Deutschland",Reinickendorf,13405,Scharnweberstraße,6,Mon-Thu: 11:00 - 23:00,Asiatisch,Indisch,+493049851978
22,22,Pizzeria el Mambo,561,"[{'phone': [{'value': '+49304956495'}, {'value': '+4949304956495'}]}]",,13.33108,52.56251,"Pizzeria el Mambo, Scharnweberstraße 6, 13405 Berlin, Deutschland",Reinickendorf,13405,Scharnweberstraße,6,NaN,Italienisch,Pizza,+49304956495
23,23,Le Ballon,585,[{'phone': [{'value': '+493049884535'}]}],,13.33164,52.56335,"Le Ballon, Gotthardstraße 96, 13403 Berlin, Deutschland",Reinickendorf,13403,Gotthardstraße,96,NaN,NaN,NaN,+493049884535
24,24,Zeppelin,585,[{'phone': [{'value': '+4930498840'}]}],,13.33164,52.56335,"Zeppelin, Gotthardstraße 96, 13403 Berlin, Deutschland",Reinickendorf,13403,Gotthardstraße,96,NaN,International,NaN,+4930498840
25,25,San Remo,623,,,13.33186,52.56211,"San Remo, Scharnweberstraße, 13405 Berlin, Deutschland",Reinickendorf,13405,Scharnweberstraße,NaN,NaN,Eis,NaN,NaN
28,28,Trattoria Nardini,678,"[{'phone': [{'value': '+49304969310'}, {'value': '+4949304969310'}], 'www': [{'value': 'https://nardini.eatbu.com'}], 'email': [{'value': 'trattoria_nardini@gmx.de'}]}]",,13.32978,52.56814,"Trattoria Nardini, Ollenhauerstraße 23, 13403 Berlin, Deutschland",Reinickendorf,13403,Ollenhauerstraße,23,Mon-Sun: 12:00 - 12:00,Italienisch,Europäisch,+49304969310
33,33,Philios,792,"[{'phone': [{'value': '+4930410970'}, {'value': '+494930410970'}], 'www': [{'value': 'http://www.carat-hotel-berlin.de'}]}]",,13.32976,52.56947,"Philios, Ollenhauerstraße 111, 13403 Berlin, Deutschland",Reinickendorf,13403,Ollenhauerstraße,111,Mon-Fri: 06:00 - 22:00,Mediterran,NaN,+4930410970
34,34,Mistral,800,"[{'phone': [{'value': '+49304512090'}, {'value': '+4949304512090', 'categories': [{'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}]}]",,13.33368,52.56055,"Mistral, Müllerstraße 90, 13349 Berlin, Deutschland",Wedding,13349,Müllerstraße,90,Mon-Sun: 13:00 - 12:00,Snacks und Getränke,NaN,+49304512090
35,35,China-Thai,837,"[{'phone': [{'value': '+49304512078'}, {'value': '+4949304512078'}]}]",,13.3341,52.56031,"China-Thai, Müllerstraße 91, 13349 Berlin, Deutschland",Wedding,13349,Müllerstraße,91,Mon-Sun: 11:00 - 22:00,Asiatisch,Chinesisch,+49304512078
86,86,Baha - Doner,1989,[{'phone': [{'value': '+493076770770'}]}],,13.31884,52.54594,"Baha - Doner, Saatwinkler Damm, 13627 Berlin, Deutschland",Charlottenburg-Nord,13627,Saatwinkler Damm,NaN,Mon-Fri: 08:00 - 16:00,Nahöstlich,Hotdogs,+493076770770
88,88,Nostalgie,1995,"[{'phone': [{'value': '+49304962486'}, {'value': '+493081799904'}]}]",,13.3525,52.56409,"Nostalgie, Aroser Allee 85, 13407 Berlin, Deutschland",Reinickendorf,13407,Aroser Allee,85,Mon-Sun: 14:00 - 23:00,NaN,NaN,+49304962486
89,89,Bistro Michalski,2014,[{'phone': [{'value': '+4930344600843'}]}],,13.31576,52.54608,"Bistro Michalski, Riedemannweg 61, 13627 Berlin, Deutschland",Charlottenburg-Nord,13627,Riedemannweg,61,Mon-Fri: 08:00 - 15:00,Steakhaus,NaN,+4930344600843
95,95,Horny's Pizza,2041,"[{'phone': [{'value': '+493045082450'}], 'www': [{'value': 'http://www.hornyspizza-berlin.de'}, {'value': 'http://www.joeys.de'}]}]",,13.35315,52.56271,"Horny's Pizza, Aroser Allee 67, 13407 Berlin, Deutschland",Reinickendorf,13407,Aroser Allee,67,Mon-Sun: 11:00 - 22:45,Pizza,NaN,+493045082450
96,96,Pizza Coach,2041,"[{'phone': [{'value': '+493049856431'}], 'www': [{'value': 'http://www.pizzacoach.de'}]}]",,13.35315,52.56271,"Pizza Coach, Aroser Allee 67, 13407 Berlin, Deutschland",Reinickendorf,13407,Aroser Allee,67,Mon-Sun: 11:00 - 23:00,Pizza,NaN,+493049856431
98,98,Tornero,2054,"[{'phone': [{'value': '+491723288838'}, {'value': '+493049876515'}]}]",,13.35331,52.56237,"Tornero, Aroser Allee 63, 13407 Berlin, Deutschland",Reinickendorf,13407,Aroser Allee,63,Mon-Sun: 11:00 - 23:00,NaN,NaN,+491723288838
17,17,Pizza-Pasta Tralala,1289,"[{'phone': [{'value': '+49304116399'}], 'www': [{'value': 'http://www.pptralala.de'}], 'email': [{'value': 'headless@pptralala.de'}]}]",,13.32426,52.58261,"Pizza-Pasta Tralala, Olbendorfer Weg 35, 13403 Berlin, Deutschland",Wittenau,13403,Olbendorfer Weg,35,Mon-Sat: 10:00 - 21:00,Pizza,NaN,+49304116399
56,56,Schäferstübchen,1541,"[{'phone': [{'value': '+493081869952'}], 'www': [{'value': 'http://www.schaefer-stuebchen.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.schaeferstuebchen.de'}, {'value': 'https://www.facebook.com/schaeferstuebchen/?__tn__=kC-R&eid=ARCvVnvm1Z9_iRcWQ-AxHvJsRGnW2EPs2fbNrtZJVOq4qoHMknStsqXh3euY_-Dm2nGA4bxnCVpwRVL9&hc_ref=ARR3TgGEvC6h6_z0TnLb15AqPUXgXGsGkuUwCV2tJM_sbFH9Dy2sOsK3r0kdPXLmzAo&fref=nf&__xts__[0]=68.ARB5Y-9bqKUsiMQB_R-Y26OWTGCIssblnyfBJzS8fhgYBBo8e4-zgVP4MHO9VyFtXHLXTFtPOCicLZ06XSGRx5cOXY0m1COx4BMQMsMKSgB8NV6nHf7zFgmbrNJtD8ThXrKTiryS1Bs9FOR4N8JzY5-hSbjWOLIcmikVT8ZY8aidx9G-O2W9ATv9ZPdoBvtfNodaxmNTGcFVv_paNDudVBsw2Usoj98YZJOfYEJIia6gFCv6KTnS-TaRN0OtKvZi_ZPyj1eXyfG_yc2fN2SDy60qw8_PIOilCUlqzH1bM8i_XlDQaS6NbxbBNbqfNkKbhdY', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.35386,52.5646,"Schäferstübchen, Grindelwaldweg 2, 13407 Berlin, Deutschland",Reinickendorf,13407,Grindelwaldweg,2,Mon-Sun: 16:00 - 23:00,NaN,NaN,+493081869952
96,96,Kiez - Kneipchen,1847,"[{'phone': [{'value': '+49304564247'}, {'value': '+4949304564247'}]}]",,13.35687,52.56254,"Kiez - Kneipchen, Rütlistraße 12, 13407 Berlin, Deutschland",Reinickendorf,13407,Rütlistraße,12,Mon-Sun: 11:00 - 23:59,NaN,NaN,+49304564247
0,0,Kebab,124,[{'phone': [{'value': '+493068975132'}]}],,13.42998,52.47599,"Kebab, Kopfstraße 18, 12053 Berlin, Deutschland",Neukölln,12053,Kopfstraße,18,NaN,Nahöstlich,NaN,+493068975132
1,1,La Stella Nera,245,"[{'phone': [{'value': '+493023949708'}], 'www': [{'value': 'http://lastellanera.blogsport.eu'}, {'value': 'http://www.lastellanera.de'}]}]",,13.42784,52.47494,"La Stella Nera, Leykestraße 18, 12053 Berlin, Deutschland",Neukölln,12053,Leykestraße,18,Tue-Fri: 17:00 - 23:00,Italienisch,Europäisch,+493023949708
2,2,Sultan's,246,,,13.4279,52.47471,"Sultan's, Leykestraße 1, 12053 Berlin, Deutschland",Neukölln,12053,Leykestraße,1,Mon-Sat: 09:00 - 18:00,Pizza,NaN,NaN
3,3,Pizzeria Alte Forno,258,,,13.42779,52.47457,"Pizzeria Alte Forno, Hermannstraße 196, 12049 Berlin, Deutschland",Neukölln,12049,Hermannstraße,196,NaN,Pizza,Hotdogs,NaN
4,4,Aladdin Dönerhaus,258,,,13.42779,52.47457,"Aladdin Dönerhaus, Hermannstraße 196, 12049 Berlin, Deutschland",Neukölln,12049,Hermannstraße,196,NaN,Nahöstlich,NaN,NaN
5,5,Karabach,263,"[{'phone': [{'value': '+493054874271'}, {'value': '+493054874275'}], 'www': [{'value': 'http://www.facebook.com/karabach.biz', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.karabach.biz'}]}]",,13.42756,52.475,"Karabach, Hermannstraße 198, 12049 Berlin, Deutschland",Neukölln,12049,Hermannstraße,198,"Mon-Thu, Sun: 11:00 - 24:00",Asiatisch,Nahöstlich,+493054874271
6,6,Art.Ig,293,[{'phone': [{'value': '+4915785948658'}]}],,13.42728,52.47451,"Art.Ig, Hermannstraße 70, 12049 Berlin, Deutschland",Neukölln,12049,Hermannstraße,70,NaN,NaN,NaN,+4915785948658
7,7,Balkan Bistro,293,[{'phone': [{'value': '+493060975212'}]}],,13.42728,52.47451,"Balkan Bistro, Hermannstraße 70, 12049 Berlin, Deutschland",Neukölln,12049,Hermannstraße,70,Mon-Sun: 09:00 - 12:00,Amerikanisch - Barbecue,NaN,+493060975212
8,8,Liebe Döner,301,"[{'phone': [{'value': '+4915734342353', 'categories': [{'id': '100-1100-0000'}]}, {'value': '+493035522965'}], 'www': [{'value': 'https://www.liebe-doener-haus.de', 'categories': [{'id': '100-1100-0000'}]}], 'email': [{'value': 'karaercan79@gmail.com', 'categories': [{'id': '100-1100-0000'}]}]}]",,13.42758,52.47392,"Liebe Döner, Hermannstraße 73, 12049 Berlin, Deutschland",Neukölln,12049,Hermannstraße,73,Mon-Sun: 10:00 - 16:00,Nahöstlich,Hotdogs,+4915734342353
9,9,Handwerker Stübchen,310,"[{'phone': [{'value': '+4917648802943'}, {'value': '+49306213165', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.42684,52.47537,"Handwerker Stübchen, Hermannstraße 65, 12049 Berlin, Deutschland",Neukölln,12049,Hermannstraße,65,Mon-Sun: 09:00 - 01:00,NaN,NaN,+4917648802943
10,10,Ban Ban Kitchen,313,"[{'www': [{'value': 'http://m.facebook.com/banbankitchen', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}]}, {'value': 'http://www.stilinberlin.de/2014/03/food-in-berlin-ban-ban-kitchen.html', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.42717,52.47641,"Ban Ban Kitchen, Hermannstraße 205, 12049 Berlin, Deutschland",Neukölln,12049,Hermannstraße,205,"Mon, Tue, Thu-Sat: 17:00 - 23:00",Koreanisch,Amerikanisch - Barbecue,NaN
11,11,To the Regiment,316,[{'phone': [{'value': '+4917664661814'}]}],,13.427,52.47435,"To the Regiment, Okerstraße 2, 12049 Berlin, Deutschland",Neukölln,12049,Okerstraße,2,NaN,NaN,NaN,+4917664661814
